api,hsm_capacity,num_signatures,kmip_batch_count,time,threaded
kmip,1000,1000,1,70.2823424260132,False
kmip,100,1000,1,67.16326833801577,False
kmip,10000,1000,1,70.70830615999876,False
grpc,1000,1000,,5.820729564002249,False
grpc,20000,1000,,5.091358223988209,False
kmip,20000,1000,1,70.6602859320119,False
grpc,100,1000,,13.443026324996026,False
kmip,1000,1000,100,3.236996038001962,False
kmip,100,1000,10,12.711106494010892,False
grpc,10000,1000,,5.2897241770115215,False
rest,100,1000,,29.511367686995072,False
grpc,5000,1000,,5.501201601000503,False
kmip,1000,1000,10,3.6931832970003597,False
kmip,20000,1000,10,2.692519356991397,False
kmip,20000,1000,100,2.44112244900316,False
kmip,10000,1000,10,2.731757181987632,False
kmip,5000,1000,100,2.5407342569960747,False
kmip,5000,1000,1,70.54465454499586,False
rest,20000,1000,,30.667541662987787,False
rest,10000,1000,,22.869378564006183,False
kmip,5000,1000,10,2.9293081240030006,False
grpc,10000,1000,,5.603105101996334,False
rest,5000,1000,,24.42913370000315,False
grpc,1000,1000,,5.601342912006658,False
kmip,1000,1000,100,3.3534769190009683,False
kmip,100,1000,1,67.72901190799894,False
kmip,20000,1000,1,70.56200684199575,False
kmip,5000,1000,1,70.17018263300997,False
rest,100,1000,,29.787370514008217,False
kmip,5000,1000,10,3.0391328439873178,False
rest,1000,1000,,24.700179283012403,False
kmip,5000,1000,100,2.4685981739894487,False
kmip,10000,1000,10,2.7569350709964056,False
kmip,1000,1000,1,69.20634681600495,False
kmip,1000,1000,10,3.6836411349941045,False
kmip,20000,1000,10,2.9892940830031876,False
rest,10000,1000,,22.74356818301021,False
rest,20000,1000,,24.439765048009576,False
kmip,10000,1000,1,68.20276842499152,False
kmip,20000,1000,100,2.452141757996287,False
grpc,5000,1000,,4.341912442003377,False
kmip,10000,1000,100,2.387205853010528,False
grpc,100,1000,,13.525060376006877,False
kmip,100,1000,10,13.088272391003557,False
kmip,100,1000,100,12.46968075199402,False
grpc,20000,1000,,4.495554261986399,False
kmip,5000,1000,1,69.54173603700474,False
kmip,1000,1000,1,69.32631753999158,False
rest,20000,1000,,24.61816709599225,False
kmip,5000,1000,100,2.533989894000115,False
kmip,1000,1000,100,3.3527298789995257,False
grpc,5000,1000,,5.012186269974336,False
grpc,1000,1000,,4.983730017003836,False
kmip,10000,1000,10,2.949596908001695,False
kmip,100,1000,1,64.86636837298283,False
kmip,5000,1000,10,3.066409235005267,False
kmip,20000,1000,100,2.4569863909855485,False
kmip,100,1000,100,12.25814813800389,False
rest,5000,1000,,24.294478285999503,False
kmip,1000,1000,10,3.7536674959992524,False
kmip,10000,1000,1,70.525655859994,False
rest,1000,1000,,25.369438002991956,False
kmip,10000,1000,100,2.4148159270116594,False
rest,100,1000,,29.11904624698218,False
kmip,100,1000,10,12.948893230990507,False
kmip,20000,1000,1,69.91651247898699,False
